query_id,data_source,pubmed_id,description,query,label
8,2019,https://en.wikipedia.org/wiki/Talk%3AJet_lag,Can melatonin be used to reduce jet lag?,melatonin jet lag,1.0
8,2019,https://simple.wikipedia.org/wiki/Jet_lag,Can melatonin be used to reduce jet lag?,melatonin jet lag,1.0
8,2019,https://en.wikipedia.org/wiki/Phase_response_curve,Can melatonin be used to reduce jet lag?,melatonin jet lag,1.0
8,2019,https://de.wikipedia.org/wiki/Jetlag,Can melatonin be used to reduce jet lag?,melatonin jet lag,1.0
8,2019,https://en.wikipedia.org/wiki/Shift_work_sleep_disorder,Can melatonin be used to reduce jet lag?,melatonin jet lag,1.0
11,2019,https://en.wikipedia.org/wiki/Low_back_pain,Can exercises relieve lower back pain?,exercise lower back pain,1.0
11,2019,https://en.wikipedia.org/wiki/Back_pain,Can exercises relieve lower back pain?,exercise lower back pain,1.0
11,2019,https://en.wikipedia.org/wiki/Neurogenic_claudication,Can exercises relieve lower back pain?,exercise lower back pain,1.0
11,2019,https://en.wikipedia.org/wiki/Talk%3ALow_back_pain,Can exercises relieve lower back pain?,exercise lower back pain,1.0
11,2019,https://en.wikipedia.org/wiki/Modic_changes,Can exercises relieve lower back pain?,exercise lower back pain,1.0
11,2019,https://en.wikipedia.org/wiki/Williams_Flexion_Exercises,Can exercises relieve lower back pain?,exercise lower back pain,1.0
11,2019,https://en.wikipedia.org/wiki/Pilates,Can exercises relieve lower back pain?,exercise lower back pain,1.0
11,2019,https://en.wikipedia.org/wiki/McKenzie_method,Can exercises relieve lower back pain?,exercise lower back pain,1.0
11,2019,https://en.wikipedia.org/wiki/Pelvic_lift,Can exercises relieve lower back pain?,exercise lower back pain,1.0
11,2019,https://en.wikipedia.org/wiki/Neck_pain,Can exercises relieve lower back pain?,exercise lower back pain,1.0
12,2019,https://en.wikipedia.org/wiki/Circumcision_and_HIV,Is male circumcision helpful in reducing heterosexual men's chances of getting HIV?,circumcision hiv,1.0
12,2019,https://en.wikipedia.org/wiki/Circumcision,Is male circumcision helpful in reducing heterosexual men's chances of getting HIV?,circumcision hiv,1.0
12,2019,https://en.wikipedia.org/wiki/Talk%3ACircumcision_and_HIV,Is male circumcision helpful in reducing heterosexual men's chances of getting HIV?,circumcision hiv,1.0
12,2019,https://en.wikipedia.org/wiki/Robert_Bailey_(epidemiologist),Is male circumcision helpful in reducing heterosexual men's chances of getting HIV?,circumcision hiv,1.0
12,2019,https://en.wikipedia.org/wiki/Prevalence_of_circumcision,Is male circumcision helpful in reducing heterosexual men's chances of getting HIV?,circumcision hiv,1.0
12,2019,https://en.wikipedia.org/wiki/Talk%3ACircumcision%2FArchive_73,Is male circumcision helpful in reducing heterosexual men's chances of getting HIV?,circumcision hiv,1.0
12,2019,https://en.wikipedia.org/wiki/Talk%3ACircumcision%2FArchive_44,Is male circumcision helpful in reducing heterosexual men's chances of getting HIV?,circumcision hiv,1.0
12,2019,https://en.wikipedia.org/wiki/Circumcision_in_Africa,Is male circumcision helpful in reducing heterosexual men's chances of getting HIV?,circumcision hiv,1.0
12,2019,https://en.wikipedia.org/wiki/Talk%3ACircumcision%2FArchive_71,Is male circumcision helpful in reducing heterosexual men's chances of getting HIV?,circumcision hiv,1.0
12,2019,https://en.wikipedia.org/wiki/Talk%3ACircumcision_surgical_procedure,Is male circumcision helpful in reducing heterosexual men's chances of getting HIV?,circumcision hiv,1.0
13,2019,https://en.wikipedia.org/wiki/Major_depressive_disorder,Find documents that discuss using antidepressants for helping to manage or relieve lower back pain.,antidepressants low-back pain,0.0
13,2019,https://en.wikipedia.org/wiki/Low_back_pain,Find documents that discuss using antidepressants for helping to manage or relieve lower back pain.,antidepressants low-back pain,0.0
13,2019,https://en.wikipedia.org/wiki/Back_pain,Find documents that discuss using antidepressants for helping to manage or relieve lower back pain.,antidepressants low-back pain,0.0
13,2019,https://en.wikipedia.org/wiki/Serotonin%E2%80%93norepinephrine_reuptake_inhibitor,Find documents that discuss using antidepressants for helping to manage or relieve lower back pain.,antidepressants low-back pain,0.0
13,2019,https://en.wikipedia.org/wiki/Antidepressants_in_Japan,Find documents that discuss using antidepressants for helping to manage or relieve lower back pain.,antidepressants low-back pain,0.0
13,2019,https://en.wikipedia.org/wiki/Pain_management,Find documents that discuss using antidepressants for helping to manage or relieve lower back pain.,antidepressants low-back pain,0.0
13,2019,https://en.wikipedia.org/wiki/Antidepressant,Find documents that discuss using antidepressants for helping to manage or relieve lower back pain.,antidepressants low-back pain,0.0
13,2019,https://en.wikipedia.org/wiki/Failed_back_syndrome,Find documents that discuss using antidepressants for helping to manage or relieve lower back pain.,antidepressants low-back pain,0.0
13,2019,https://en.wikipedia.org/wiki/Tricyclic_antidepressant_overdose,Find documents that discuss using antidepressants for helping to manage or relieve lower back pain.,antidepressants low-back pain,0.0
13,2019,https://en.wikipedia.org/wiki/Akathisia,Find documents that discuss using antidepressants for helping to manage or relieve lower back pain.,antidepressants low-back pain,0.0
16,2019,https://en.wikipedia.org/wiki/Cramp,Can magnesium prevent muscle cramps?,magnesium muscle cramps,0.0
16,2019,https://en.wikipedia.org/wiki/Magnesium_deficiency,Can magnesium prevent muscle cramps?,magnesium muscle cramps,0.0
16,2019,https://en.wikipedia.org/wiki/Tetany,Can magnesium prevent muscle cramps?,magnesium muscle cramps,0.0
16,2019,https://en.wikipedia.org/wiki/Magnesium_salicylate,Can magnesium prevent muscle cramps?,magnesium muscle cramps,0.0
16,2019,https://en.wikipedia.org/wiki/Hypoparathyroidism,Can magnesium prevent muscle cramps?,magnesium muscle cramps,0.0
16,2019,https://en.wikipedia.org/wiki/Calcium_pump,Can magnesium prevent muscle cramps?,magnesium muscle cramps,0.0
16,2019,https://en.wikipedia.org/wiki/Chvostek_sign,Can magnesium prevent muscle cramps?,magnesium muscle cramps,0.0
16,2019,https://en.wikipedia.org/wiki/Antispasmodic,Can magnesium prevent muscle cramps?,magnesium muscle cramps,0.0
16,2019,https://en.wikipedia.org/wiki/Magnesium_oil,Can magnesium prevent muscle cramps?,magnesium muscle cramps,0.0
16,2019,https://en.wikipedia.org/wiki/Gitelman_syndrome,Can magnesium prevent muscle cramps?,magnesium muscle cramps,0.0
17,2019,https://en.wikipedia.org/wiki/Low_back_pain,Can lumbar supports treat or prevent lower back pain?,lumbar supports lower back pain,0.0
17,2019,https://en.wikipedia.org/wiki/Lumbar,Can lumbar supports treat or prevent lower back pain?,lumbar supports lower back pain,0.0
17,2019,https://en.wikipedia.org/wiki/Back_belt,Can lumbar supports treat or prevent lower back pain?,lumbar supports lower back pain,0.0
17,2019,https://en.wikipedia.org/wiki/Back_brace,Can lumbar supports treat or prevent lower back pain?,lumbar supports lower back pain,0.0
17,2019,https://en.wikipedia.org/wiki/Middle_back_pain,Can lumbar supports treat or prevent lower back pain?,lumbar supports lower back pain,0.0
17,2019,https://en.wikipedia.org/wiki/Back_pain,Can lumbar supports treat or prevent lower back pain?,lumbar supports lower back pain,0.0
17,2019,https://en.wikipedia.org/wiki/Back_(horse),Can lumbar supports treat or prevent lower back pain?,lumbar supports lower back pain,0.0
17,2019,https://en.wikipedia.org/wiki/Lumbar_vertebrae,Can lumbar supports treat or prevent lower back pain?,lumbar supports lower back pain,0.0
17,2019,https://en.wikipedia.org/wiki/Lumbar_spinal_stenosis,Can lumbar supports treat or prevent lower back pain?,lumbar supports lower back pain,0.0
17,2019,https://en.wikipedia.org/wiki/Radiculopathy,Can lumbar supports treat or prevent lower back pain?,lumbar supports lower back pain,0.0
18,2019,https://en.wikipedia.org/wiki/Urinary_incontinence,Can electrical stimulation devices treat male urinary incontinence?,electrical stimulation male urinary incontinence,0.0
18,2019,https://en.wikipedia.org/wiki/Overactive_bladder,Can electrical stimulation devices treat male urinary incontinence?,electrical stimulation male urinary incontinence,0.0
18,2019,https://en.wikipedia.org/wiki/Transcutaneous_electrical_nerve_stimulation,Can electrical stimulation devices treat male urinary incontinence?,electrical stimulation male urinary incontinence,0.0
18,2019,https://en.wikipedia.org/wiki/Sebastian_Wille,Can electrical stimulation devices treat male urinary incontinence?,electrical stimulation male urinary incontinence,0.0
18,2019,https://en.wikipedia.org/wiki/Fecal_incontinence,Can electrical stimulation devices treat male urinary incontinence?,electrical stimulation male urinary incontinence,0.0
18,2019,https://en.wikipedia.org/wiki/Radical_retropubic_prostatectomy,Can electrical stimulation devices treat male urinary incontinence?,electrical stimulation male urinary incontinence,0.0
18,2019,https://en.wikipedia.org/wiki/Urination,Can electrical stimulation devices treat male urinary incontinence?,electrical stimulation male urinary incontinence,0.0
18,2019,https://en.wikipedia.org/wiki/Treatments_for_overactive_bladder,Can electrical stimulation devices treat male urinary incontinence?,electrical stimulation male urinary incontinence,0.0
18,2019,https://en.wikipedia.org/wiki/Sexuality_after_spinal_cord_injury,Can electrical stimulation devices treat male urinary incontinence?,electrical stimulation male urinary incontinence,0.0
18,2019,https://en.wikipedia.org/wiki/Enuresis,Can electrical stimulation devices treat male urinary incontinence?,electrical stimulation male urinary incontinence,0.0
19,2019,https://en.wikipedia.org/wiki/Honey,Can honey offer relief from cough symptoms in children?,honey children cough,1.0
19,2019,https://en.wikipedia.org/wiki/Cough,Can honey offer relief from cough symptoms in children?,honey children cough,1.0
19,2019,https://en.wikipedia.org/wiki/Paregoric,Can honey offer relief from cough symptoms in children?,honey children cough,1.0
19,2019,https://en.wikipedia.org/wiki/Cold_medicine,Can honey offer relief from cough symptoms in children?,honey children cough,1.0
19,2019,https://en.wikipedia.org/wiki/Luden%27s,Can honey offer relief from cough symptoms in children?,honey children cough,1.0
19,2019,https://en.wikipedia.org/wiki/Nin_Jiom_Pei_Pa_Koa,Can honey offer relief from cough symptoms in children?,honey children cough,1.0
19,2019,https://en.wikipedia.org/wiki/Halls_(cough_drop),Can honey offer relief from cough symptoms in children?,honey children cough,1.0
19,2019,https://en.wikipedia.org/wiki/Roger_Rabbit_short_films,Can honey offer relief from cough symptoms in children?,honey children cough,1.0
19,2019,https://en.wikipedia.org/wiki/Throat_lozenge,Can honey offer relief from cough symptoms in children?,honey children cough,1.0
19,2019,https://en.wikipedia.org/wiki/Lockets,Can honey offer relief from cough symptoms in children?,honey children cough,1.0
20,2019,https://en.wikipedia.org/wiki/Spinal_cord_injury,Can steroids be used as a treatment for spinal cord injury?,steroids spinal cord injury,1.0
20,2019,https://en.wikipedia.org/wiki/Myelomalacia,Can steroids be used as a treatment for spinal cord injury?,steroids spinal cord injury,1.0
20,2019,https://en.wikipedia.org/wiki/Epidural_steroid_injection,Can steroids be used as a treatment for spinal cord injury?,steroids spinal cord injury,1.0
20,2019,https://en.wikipedia.org/wiki/3%CE%B2-Methoxypregnenolone,Can steroids be used as a treatment for spinal cord injury?,steroids spinal cord injury,1.0
20,2019,https://en.wikipedia.org/wiki/Wikipedia:WikiProject_Medicine/Cochrane/Cochrane_Review_List/Acute_and_Emergency_Care,Can steroids be used as a treatment for spinal cord injury?,steroids spinal cord injury,1.0
20,2019,https://en.wikipedia.org/wiki/Arachnoiditis,Can steroids be used as a treatment for spinal cord injury?,steroids spinal cord injury,1.0
20,2019,https://en.wikipedia.org/wiki/Brown-S%C3%A9quard_syndrome,Can steroids be used as a treatment for spinal cord injury?,steroids spinal cord injury,1.0
20,2019,https://en.wikipedia.org/wiki/New_England_Compounding_Center_meningitis_outbreak,Can steroids be used as a treatment for spinal cord injury?,steroids spinal cord injury,1.0
20,2019,https://en.wikipedia.org/wiki/Neurapraxia,Can steroids be used as a treatment for spinal cord injury?,steroids spinal cord injury,1.0
20,2019,https://en.wikipedia.org/wiki/Baclofen,Can steroids be used as a treatment for spinal cord injury?,steroids spinal cord injury,1.0
22,2019,https://en.wikipedia.org/wiki/Hydroxyzine,How effective is hydroxyzine (also known as Atarax) for treating generalized anxiety disorder?,hydroxyzine generalized anxiety disorder,0.0
22,2019,https://en.wikipedia.org/wiki/Talk%3AHydroxyzine,How effective is hydroxyzine (also known as Atarax) for treating generalized anxiety disorder?,hydroxyzine generalized anxiety disorder,0.0
22,2019,https://en.wikipedia.org/wiki/Anxiolytic,How effective is hydroxyzine (also known as Atarax) for treating generalized anxiety disorder?,hydroxyzine generalized anxiety disorder,0.0
22,2019,https://en.wikipedia.org/wiki/Alprazolam,How effective is hydroxyzine (also known as Atarax) for treating generalized anxiety disorder?,hydroxyzine generalized anxiety disorder,0.0
22,2019,https://en.wikipedia.org/wiki/Generalized_anxiety_disorder,How effective is hydroxyzine (also known as Atarax) for treating generalized anxiety disorder?,hydroxyzine generalized anxiety disorder,0.0
22,2019,https://en.wikipedia.org/wiki/List_of_psychotropic_medications,How effective is hydroxyzine (also known as Atarax) for treating generalized anxiety disorder?,hydroxyzine generalized anxiety disorder,0.0
22,2019,https://en.wikipedia.org/wiki/Guanfacine,How effective is hydroxyzine (also known as Atarax) for treating generalized anxiety disorder?,hydroxyzine generalized anxiety disorder,0.0
22,2019,https://en.wikipedia.org/wiki/Agomelatine,How effective is hydroxyzine (also known as Atarax) for treating generalized anxiety disorder?,hydroxyzine generalized anxiety disorder,0.0
22,2019,https://en.wikipedia.org/wiki/Buspirone,How effective is hydroxyzine (also known as Atarax) for treating generalized anxiety disorder?,hydroxyzine generalized anxiety disorder,0.0
22,2019,https://en.wikipedia.org/wiki/Meta-Chlorophenylpiperazine,How effective is hydroxyzine (also known as Atarax) for treating generalized anxiety disorder?,hydroxyzine generalized anxiety disorder,0.0
27,2019,https://en.wikipedia.org/wiki/Cough,Can antibiotics be used as a treatment for wet cough (productive or chesty cough) in children?,antibiotics children wet cough,1.0
27,2019,https://en.wikipedia.org/wiki/Pneumonia,Can antibiotics be used as a treatment for wet cough (productive or chesty cough) in children?,antibiotics children wet cough,1.0
27,2019,https://en.wikipedia.org/wiki/Bronchitis,Can antibiotics be used as a treatment for wet cough (productive or chesty cough) in children?,antibiotics children wet cough,1.0
27,2019,https://en.wikipedia.org/wiki/Acute_bronchitis,Can antibiotics be used as a treatment for wet cough (productive or chesty cough) in children?,antibiotics children wet cough,1.0
27,2019,https://en.wikipedia.org/wiki/Bronchiectasis,Can antibiotics be used as a treatment for wet cough (productive or chesty cough) in children?,antibiotics children wet cough,1.0
27,2019,https://en.wikipedia.org/wiki/Chronic_cough,Can antibiotics be used as a treatment for wet cough (productive or chesty cough) in children?,antibiotics children wet cough,1.0
27,2019,https://en.wikipedia.org/wiki/Upper_respiratory_tract_infection,Can antibiotics be used as a treatment for wet cough (productive or chesty cough) in children?,antibiotics children wet cough,1.0
27,2019,https://en.wikipedia.org/wiki/Mycobacterium_avium-intracellulare_infection,Can antibiotics be used as a treatment for wet cough (productive or chesty cough) in children?,antibiotics children wet cough,1.0
27,2019,https://en.wikipedia.org/wiki/Hydrocarbon_pneumonitis,Can antibiotics be used as a treatment for wet cough (productive or chesty cough) in children?,antibiotics children wet cough,1.0
27,2019,https://en.wikipedia.org/wiki/Cold_medicine,Can antibiotics be used as a treatment for wet cough (productive or chesty cough) in children?,antibiotics children wet cough,1.0
28,2019,https://en.wikipedia.org/wiki/Whooping_cough,Can antibiotics be used as a treatment for whooping cough (pertussis)?,antibiotics whooping cough,1.0
28,2019,https://en.wikipedia.org/wiki/Bordetella_bronchiseptica,Can antibiotics be used as a treatment for whooping cough (pertussis)?,antibiotics whooping cough,1.0
28,2019,https://en.wikipedia.org/wiki/Medicine_in_the_American_Civil_War,Can antibiotics be used as a treatment for whooping cough (pertussis)?,antibiotics whooping cough,1.0
28,2019,https://en.wikipedia.org/wiki/Bordet%E2%80%93Gengou_agar,Can antibiotics be used as a treatment for whooping cough (pertussis)?,antibiotics whooping cough,1.0
28,2019,https://en.wikipedia.org/wiki/Diphtheria,Can antibiotics be used as a treatment for whooping cough (pertussis)?,antibiotics whooping cough,1.0
28,2019,https://en.wikipedia.org/wiki/Dimetapp,Can antibiotics be used as a treatment for whooping cough (pertussis)?,antibiotics whooping cough,1.0
28,2019,https://en.wikipedia.org/wiki/Leila_Denmark,Can antibiotics be used as a treatment for whooping cough (pertussis)?,antibiotics whooping cough,1.0
28,2019,https://en.wikipedia.org/wiki/Cough,Can antibiotics be used as a treatment for whooping cough (pertussis)?,antibiotics whooping cough,1.0
28,2019,https://en.wikipedia.org/wiki/Antibiotic_use_in_dentistry,Can antibiotics be used as a treatment for whooping cough (pertussis)?,antibiotics whooping cough,1.0
28,2019,https://en.wikipedia.org/wiki/Bordetella,Can antibiotics be used as a treatment for whooping cough (pertussis)?,antibiotics whooping cough,1.0
29,2019,https://en.wikipedia.org/wiki/Pneumonia,Can antibiotics be use to treat community acquired pneumonia in children?,antibiotics children pneumonia,1.0
29,2019,https://en.wikipedia.org/wiki/Global_Coalition_Against_Pneumonia,Can antibiotics be use to treat community acquired pneumonia in children?,antibiotics children pneumonia,1.0
29,2019,https://en.wikipedia.org/wiki/Necrotizing_pneumonia,Can antibiotics be use to treat community acquired pneumonia in children?,antibiotics children pneumonia,1.0
29,2019,https://en.wikipedia.org/wiki/Community-acquired_pneumonia,Can antibiotics be use to treat community acquired pneumonia in children?,antibiotics children pneumonia,1.0
29,2019,https://en.wikipedia.org/wiki/Amoxicillin,Can antibiotics be use to treat community acquired pneumonia in children?,antibiotics children pneumonia,1.0
29,2019,https://en.wikipedia.org/wiki/Aspiration_pneumonia,Can antibiotics be use to treat community acquired pneumonia in children?,antibiotics children pneumonia,1.0
29,2019,https://en.wikipedia.org/wiki/Lobar_pneumonia,Can antibiotics be use to treat community acquired pneumonia in children?,antibiotics children pneumonia,1.0
29,2019,https://en.wikipedia.org/wiki/Lower_respiratory_tract_infection,Can antibiotics be use to treat community acquired pneumonia in children?,antibiotics children pneumonia,1.0
29,2019,https://en.wikipedia.org/wiki/Haemophilus_influenzae,Can antibiotics be use to treat community acquired pneumonia in children?,antibiotics children pneumonia,1.0
29,2019,https://en.wikipedia.org/wiki/Atypical_pneumonia,Can antibiotics be use to treat community acquired pneumonia in children?,antibiotics children pneumonia,1.0
32,2019,https://en.wikipedia.org/wiki/Ginkgo_biloba,Can ginkgo biloba treat tinnitus?,ginkgo biloba tinnitus,0.0
32,2019,https://en.wikipedia.org/wiki/Tinnitus_retraining_therapy,Can ginkgo biloba treat tinnitus?,ginkgo biloba tinnitus,0.0
32,2019,https://en.wikipedia.org/wiki/Tinnitus,Can ginkgo biloba treat tinnitus?,ginkgo biloba tinnitus,0.0
32,2019,https://en.wikipedia.org/wiki/5-HT1A_receptor,Can ginkgo biloba treat tinnitus?,ginkgo biloba tinnitus,0.0
32,2019,https://en.wikipedia.org/wiki/Sensorineural_hearing_loss,Can ginkgo biloba treat tinnitus?,ginkgo biloba tinnitus,0.0
32,2019,https://en.wikipedia.org/wiki/Betahistine,Can ginkgo biloba treat tinnitus?,ginkgo biloba tinnitus,0.0
32,2019,https://de.wikipedia.org/wiki/Ginkgo,Can ginkgo biloba treat tinnitus?,ginkgo biloba tinnitus,0.0
32,2019,https://en.wikipedia.org/wiki/Doxepin,Can ginkgo biloba treat tinnitus?,ginkgo biloba tinnitus,0.0
32,2019,https://en.wikipedia.org/wiki/Nicergoline,Can ginkgo biloba treat tinnitus?,ginkgo biloba tinnitus,0.0
32,2019,https://sq.wikipedia.org/wiki/Zhurmat_n%C3%AB_vesh,Can ginkgo biloba treat tinnitus?,ginkgo biloba tinnitus,0.0
33,2019,https://en.wikipedia.org/wiki/Smoking_cessation,Does hypnotherapy help people quit smoking?,hypnotherapy quit smoking,0.0
33,2019,https://en.wikipedia.org/wiki/Hypnosis,Does hypnotherapy help people quit smoking?,hypnotherapy quit smoking,0.0
33,2019,https://en.wikipedia.org/wiki/Debate_109,Does hypnotherapy help people quit smoking?,hypnotherapy quit smoking,0.0
33,2019,https://en.wikipedia.org/wiki/Allen_Carr,Does hypnotherapy help people quit smoking?,hypnotherapy quit smoking,0.0
33,2019,https://en.wikipedia.org/wiki/Hypnotherapy,Does hypnotherapy help people quit smoking?,hypnotherapy quit smoking,0.0
33,2019,https://en.wikipedia.org/wiki/Jeffrey_Rose,Does hypnotherapy help people quit smoking?,hypnotherapy quit smoking,0.0
33,2019,https://en.wikipedia.org/wiki/Herbert_Spiegel,Does hypnotherapy help people quit smoking?,hypnotherapy quit smoking,0.0
33,2019,https://en.wikipedia.org/wiki/Jack_Stanley_Gibson,Does hypnotherapy help people quit smoking?,hypnotherapy quit smoking,0.0
